CATEGORY_TEXT	CONT_SCOPE	FUNC_LOC	ITEM_TITLE	ITEM_DESCRIPTION	STARTUP
Electrical	X	N/A	Lighting System	Complete the Wire Termination with Tag No#CKT-2 From 369-019-LP-004 To Lighting and Lighting Switches. (Reference Drawing #369-P-CD-	Y
Electrical	X	N/A	Lighting System	Scop of Work	Y
Electrical	X	N/A	Lighting System	Scop of Work	Y
Electrical	X	N/A	Lighting System	Scop of Work	Y
Electrical	X	N/A	Energization package for motor space hea	Submit energization packages for all motor space heater panels along with associated control panel	Y
Electrical	X	N/A	Energization package for 125V DC distrib	Submit energization packages for all 125VDC distribution panels	Y
Mechanical	X	N/A	Functional testing of HVAC units	Complete functional testing of HVAC units along with associated equipment such as exhaust fan and interlocks of HVAC units	Y
Instrumentation	X	N/A	Functional testing of signal interfaces	Complete functional testing of signal interfaces between IRP to DCS	Y
Electrical	X	N/A	Indoor and outdoor substation lighting i	Complete installation and functional testing of indoor and outdoor substation lighting including exit lights	Y
Electrical	X	N/A	Socket outlet and welding outlet inside	Complete installation and functional testing of Socket outlet and welding outlet inside and outside substation	Y
Civil	X	N/A	Fireproofing of substation wall and floo	Need to be completed prior to approval of final MCC	N
Electrical	X	N/A	Power Cable Trench	Scop of Work	Y

